Title,IF,Q,Publisher,Category,5IF,TITLE Short,Type,Issn_1,Issn_2,None,Country,Region,Coverage,Categories,Areas
Natural Products and Bioprospecting,4.8,Q1,Springer Nature,"CHEMISTRY, MEDICINAL",3.9,NAT PRODUCT BIOPROSP,journal,21922209,21922195,15/72,Singapore,Asiatic Region,2011-2023,Analytical Chemistry (Q1); Food Science (Q1); Plant Science (Q1); Biochemistry (Q2); Organic Chemistry (Q2); Pharmacology (Q2); Toxicology (Q2),"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
International Immunology,4.8,Q2,Oxford University Press,IMMUNOLOGY,5,INT IMMUNOL,journal,14602377,9538178,51/181,United Kingdom,Western Europe,1989-2023,Immunology (Q1); Immunology and Allergy (Q1); Medicine (miscellaneous) (Q1),Immunology and Microbiology; Medicine
Inflammation Research,4.8,Q2,Birkhauser Verlag Basel,IMMUNOLOGY,5.2,INFLAMM RES,journal,1420908X,10233830,51/181,Switzerland,Western Europe,1995-2023,Pharmacology (Q1); Immunology (Q2),"Immunology and Microbiology; Pharmacology, Toxicology and Pharmaceutics"
International Journal of Chemical Kinetics,1.5,Q4,Wiley,"CHEMISTRY, PHYSICAL",1.6,INT J CHEM KINET,journal,10974601,5388066,158/178,United States,Northern America,1969-2023,Inorganic Chemistry (Q2); Biochemistry (Q3); Organic Chemistry (Q3); Physical and Theoretical Chemistry (Q3),"Biochemistry, Genetics and Molecular Biology; Chemistry"
Current Neuropharmacology,4.8,Q1,Bentham Science Publishers B.V.,PHARMACOLOGY & PHARMACY,7.1,CURR NEUROPHARMACOL,journal,18756190,1570159X,50/354,United Arab Emirates,Middle East,2004-2023,Medicine (miscellaneous) (Q1); Neurology (Q1); Neurology (clinical) (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1),"Medicine; Neuroscience; Pharmacology, Toxicology and Pharmaceutics"
Archives of Toxicology,4.8,Q1,Springer Nature,TOXICOLOGY,5.3,ARCH TOXICOL,journal,14320738,3405761,14/106,Germany,Western Europe,"1930-1940, 1943-1944, 1972-2023","Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1); Toxicology (Q1)","Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics"
Journal of Physical Chemistry Letters,4.8,Q1,American Chemical Society,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL",5.3,J PHYS CHEM LETT,journal,19487185,,Jul-40,United States,Northern America,2010-2023,Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Physical and Theoretical Chemistry (Q1),Chemistry; Materials Science
Journal of Molecular Biology,4.7,Q1,Academic Press,BIOCHEMISTRY & MOLECULAR BIOLOGY,4.9,J MOL BIOL,journal,222836,10898638,70/313,United States,Northern America,1959-2023,Biophysics (Q1); Molecular Biology (Q1); Structural Biology (Q1),"Biochemistry, Genetics and Molecular Biology"
Mobile DNA,4.7,Q1,BioMed Central Ltd,GENETICS & HEREDITY,4.3,MOBILE DNA-UK,journal,17598753,,33/191,United Kingdom,Western Europe,2010-2023,Molecular Biology (Q1),"Biochemistry, Genetics and Molecular Biology"
npj Genomic Medicine,4.7,Q1,Nature Publishing Group,GENETICS & HEREDITY,5.3,NPJ GENOM MED,journal,20567944,,33/191,United Kingdom,Western Europe,2016-2023,Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine"
"Acta crystallographica. Section C, Structural chemistry",0.7,Q3,Wiley,CRYSTALLOGRAPHY,0.7,ACTA CRYSTALLOGR C,journal,20532296,,23/33,United States,Northern America,"1987-1988, 1990-1991, 1994-1995, 2014-2023",Condensed Matter Physics (Q4); Inorganic Chemistry (Q4); Materials Chemistry (Q4); Medicine (miscellaneous) (Q4); Physical and Theoretical Chemistry (Q4),Chemistry; Materials Science; Medicine; Physics and Astronomy
Plant Methods,4.7,Q1,BioMed Central Ltd,PLANT SCIENCES,5.6,PLANT METHODS,journal,17464811,,33/265,United Kingdom,Western Europe,2005-2023,Biotechnology (Q1); Plant Science (Q1); Genetics (Q2),"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
Colloids and Interface Science Communications,4.7,Q2,Elsevier ,NANOSCIENCE & NANOTECHNOLOGY,4.6,COLLOID INTERFAC SCI,journal,22150382,,55/140,Netherlands,Western Europe,2014-2023,"Materials Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Surfaces, Coatings and Films (Q1); Biotechnology (Q2); Colloid and Surface Chemistry (Q2)","Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Materials Science"
Chemico-Biological Interactions,4.7,Q1,Elsevier ,TOXICOLOGY,4.6,CHEM-BIOL INTERACT,journal,92797,18727786,16/106,Ireland,Western Europe,1969-2023,Medicine (miscellaneous) (Q1); Toxicology (Q1),"Medicine; Pharmacology, Toxicology and Pharmaceutics"
Journal of Zhejiang University: Science B,4.7,Q1,Zhejiang University Press,"MEDICINE, RESEARCH & EXPERIMENTAL",4.1,J ZHEJIANG UNIV-SC B,journal,16731581,,47/189,China,Asiatic Region,2005-2023,"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Veterinary (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2)","Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics; Veterinary"
Bioinorganic Chemistry and Applications,4.7,Q1,Hindawi Publishing Corporation,"CHEMISTRY, ORGANIC",6,BIOINORG CHEM APPL,journal,15653633,1687479X,May-58,United States,Northern America,2003-2023,Inorganic Chemistry (Q1); Organic Chemistry (Q1); Biochemistry (Q2),"Biochemistry, Genetics and Molecular Biology; Chemistry"
Foods,4.7,Q1,Multidisciplinary Digital Publishing Institute (MDPI),FOOD SCIENCE & TECHNOLOGY,5.1,FOODS,journal,23048158,,38/173,Switzerland,Western Europe,2012-2023,Food Science (Q1); Health Professions (miscellaneous) (Q1); Health (social science) (Q1); Plant Science (Q1); Microbiology (Q2),Agricultural and Biological Sciences; Health Professions; Immunology and Microbiology; Social Sciences
Therapeutic Advances in Neurological Disorders,4.7,Q1,SAGE Publications Ltd,CLINICAL NEUROLOGY,4.9,THER ADV NEUROL DISO,journal,17562864,17562856,41/277,United Kingdom,Western Europe,2008-2023,Neurology (Q1); Neurology (clinical) (Q1); Pharmacology (Q1),"Medicine; Neuroscience; Pharmacology, Toxicology and Pharmaceutics"
"Drug Design, Development and Therapy",4.7,Q1,Dove Medical Press Ltd.,PHARMACOLOGY & PHARMACY,4.8,DRUG DES DEV THER,journal,11778881,,55/354,New Zealand,Pacific Region,2007-2023,Drug Discovery (Q1); Pharmaceutical Science (Q1); Pharmacology (Q1),"Pharmacology, Toxicology and Pharmaceutics"
Journal of Plant Registrations,0.6,Q4,Wiley,PLANT SCIENCES,0.6,J PLANT REGIST,journal,19365209,19403496,234/265,United States,Northern America,2009-2023,Agronomy and Crop Science (Q3); Genetics (Q4),"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
Molecular Therapy - Methods and Clinical Development,4.6,Q2,Cell Press,"MEDICINE, RESEARCH & EXPERIMENTAL",5.2,MOL THER METH CLIN D,journal,23290501,,49/189,United States,Northern America,2014-2023,Genetics (Q1); Molecular Biology (Q1); Molecular Medicine (Q1),"Biochemistry, Genetics and Molecular Biology"
Gene Therapy,4.6,Q2,Nature Publishing Group,"MEDICINE, RESEARCH & EXPERIMENTAL",4.3,GENE THER,journal,9697128,14765462,49/189,United Kingdom,Western Europe,1994-2023,Genetics (Q1); Molecular Biology (Q1); Molecular Medicine (Q1),"Biochemistry, Genetics and Molecular Biology"
"Cancer Immunology, Immunotherapy",4.6,Q1,Springer Nature,ONCOLOGY,5.4,CANCER IMMUNOL IMMUN,journal,14320851,3407004,76/322,Germany,Western Europe,1976-2023,Cancer Research (Q1); Immunology (Q1); Immunology and Allergy (Q1); Medicine (miscellaneous) (Q1); Oncology (Q1),"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
Frontiers in Cell and Developmental Biology,4.6,Q1,Frontiers Media SA,DEVELOPMENTAL BIOLOGY,5.2,FRONT CELL DEV BIOL,journal,2296634X,,May-39,Switzerland,Western Europe,2013-2023,Cell Biology (Q1); Developmental Biology (Q1),"Biochemistry, Genetics and Molecular Biology"
Expert Opinion on Therapeutic Targets,4.6,Q1,Taylor and Francis Ltd.,PHARMACOLOGY & PHARMACY,6.3,EXPERT OPIN THER TAR,journal,14728222,17447631,57/354,United Kingdom,Western Europe,1997-2023,Clinical Biochemistry (Q1); Drug Discovery (Q1); Molecular Medicine (Q1); Pharmacology (Q1),"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
CBE Life Sciences Education,4.6,Q1,American Society for Cell Biology,"EDUCATION, SCIENTIFIC DISCIPLINES",4.8,CBE-LIFE SCI EDUC,journal,19317913,,Aug-85,United States,Northern America,2006-2023,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Education (Q1)","Biochemistry, Genetics and Molecular Biology; Social Sciences"
Management of Environmental Quality,4.6,Q1,Emerald Group Publishing Ltd.,ENVIRONMENTAL STUDIES,4.9,MANAG ENVIRON QUAL,journal,14777835,,38/182,United Kingdom,Western Europe,2003-2023,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Management, Monitoring, Policy and Law (Q1); Public Health, Environmental and Occupational Health (Q1)","Biochemistry, Genetics and Molecular Biology; Environmental Science; Medicine"
Journal of Integrative Agriculture,4.6,Q1,Editorial Department of Scientia Agricultura Sinica,"AGRICULTURE, MULTIDISCIPLINARY",4.5,J INTEGR AGR,journal,20953119,,Nov-89,China,Asiatic Region,2012-2023,Agronomy and Crop Science (Q1); Animal Science and Zoology (Q1); Ecology (Q1); Food Animals (Q1); Food Science (Q1); Plant Science (Q1); Biochemistry (Q2),"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science; Veterinary"
Diabetes and Metabolism,4.6,Q1,Elsevier ,ENDOCRINOLOGY & METABOLISM,5.1,DIABETES METAB,journal,12623636,18781780,36/186,France,Western Europe,1996-2023,"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1); Medicine (miscellaneous) (Q1)","Biochemistry, Genetics and Molecular Biology; Medicine"
Biochimica et Biophysica Acta - Molecular Cell Research,4.6,Q2,Elsevier ,CELL BIOLOGY,4.9,BBA-MOL CELL RES,journal,18792596,1674889,70/205,Netherlands,Western Europe,1982-2024,Molecular Biology (Q1); Cell Biology (Q2),"Biochemistry, Genetics and Molecular Biology"
Neuropharmacology,4.6,Q1,Elsevier ,PHARMACOLOGY & PHARMACY,4.5,NEUROPHARMACOLOGY,journal,283908,18737064,57/354,United Kingdom,Western Europe,1962-2023,Cellular and Molecular Neuroscience (Q1); Pharmacology (Q1),"Neuroscience; Pharmacology, Toxicology and Pharmaceutics"
Journal of Applied Microbiology,3.2,Q2,Wiley,MICROBIOLOGY,4,J APPL MICROBIOL,journal,13652672,13645072,77/161,United Kingdom,Western Europe,"1973-1975, 1997-2023",Applied Microbiology and Biotechnology (Q2); Biotechnology (Q2); Medicine (miscellaneous) (Q2),"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
Advanced healthcare materials,10,Q1,Wiley,NANOSCIENCE & NANOTECHNOLOGY,11.3,ADV HEALTHC MATER,journal,21922640,21922659,22/140,United States,Northern America,2012-2023,Biomaterials (Q1); Biomedical Engineering (Q1); Pharmaceutical Science (Q1),"Engineering; Materials Science; Pharmacology, Toxicology and Pharmaceutics"
Frontiers in Cellular and Infection Microbiology,4.6,Q1,Frontiers Media SA,MICROBIOLOGY,5.1,FRONT CELL INFECT MI,journal,22352988,,37/161,Switzerland,Western Europe,2011-2023,Infectious Diseases (Q1); Medicine (miscellaneous) (Q1); Microbiology (Q1); Microbiology (medical) (Q1); Immunology (Q2),Immunology and Microbiology; Medicine
Inflammopharmacology,4.6,Q1,Birkhauser Verlag Basel,TOXICOLOGY,4.5,INFLAMMOPHARMACOLOGY,journal,9254692,15685608,17/106,Switzerland,Western Europe,1991-2023,Pharmacology (Q1); Pharmacology (medical) (Q1); Immunology (Q2),"Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
Clinical Pharmacokinetics,4.6,Q1,Adis International Ltd,PHARMACOLOGY & PHARMACY,5.2,CLIN PHARMACOKINET,journal,11791926,3125963,57/354,United Kingdom,Western Europe,1976-2023,Pharmacology (Q1); Pharmacology (medical) (Q1),"Medicine; Pharmacology, Toxicology and Pharmaceutics"
Journal of Medical Virology,6.8,Q1,Wiley,VIROLOGY,6.6,J MED VIROL,journal,10969071,1466615,Apr-41,United States,Northern America,1977-2023,Infectious Diseases (Q1); Virology (Q1),Immunology and Microbiology; Medicine
Open Biology,4.5,Q1,The Royal Society,BIOCHEMISTRY & MOLECULAR BIOLOGY,5.9,OPEN BIOL,journal,20462441,,76/313,United Kingdom,Western Europe,2011-2023,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology (Q1); Neuroscience (miscellaneous) (Q1)","Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Neuroscience"
Cancer,6.1,Q1,Wiley,ONCOLOGY,6.7,CANCER-AM CANCER SOC,journal,0008543X,10970142,49/322,United States,Northern America,1948-2023,Cancer Research (Q1); Oncology (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine"
CNS Neuroscience and Therapeutics,4.8,Q1,Wiley,PHARMACOLOGY & PHARMACY,5.9,CNS NEUROSCI THER,journal,17555949,17555930,50/354,United Kingdom,Western Europe,2008-2023,Pharmacology (Q1); Pharmacology (medical) (Q1); Physiology (medical) (Q1); Psychiatry and Mental Health (Q1),"Medicine; Pharmacology, Toxicology and Pharmaceutics"
Cancers,4.5,Q1,Multidisciplinary Digital Publishing Institute (MDPI),ONCOLOGY,4.9,CANCERS,journal,20726694,,78/322,Switzerland,Western Europe,2009-2023,Oncology (Q1); Cancer Research (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine"
Expert Reviews in Molecular Medicine,4.5,Q2,Cambridge University Press,"MEDICINE, RESEARCH & EXPERIMENTAL",5.6,EXPERT REV MOL MED,journal,14623994,,52/189,United Kingdom,Western Europe,1997-2023,Molecular Biology (Q1); Molecular Medicine (Q1),"Biochemistry, Genetics and Molecular Biology"
Comprehensive Physiology,4.2,Q1,Wiley,PHYSIOLOGY,9,COMPR PHYSIOL,journal,20404603,,Dec-85,United States,Northern America,2011-2023,Medicine (miscellaneous) (Q1); Physiology (Q1); Physiology (medical) (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine"
Translational Oncology,4.5,Q1,"Neoplasia Press, Inc.",ONCOLOGY,4.2,TRANSL ONCOL,journal,19447124,19365233,78/322,United States,Northern America,2008-2024,Oncology (Q1); Cancer Research (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine"
International Journal of Oncology,4.5,Q1,Spandidos Publications,ONCOLOGY,4.6,INT J ONCOL,journal,17912423,10196439,78/322,Greece,Western Europe,1993-2023,Cancer Research (Q2); Oncology (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine"
Journal of Cell Communication and Signaling,3.6,Q3,Wiley,CELL BIOLOGY,4.5,J CELL COMMUN SIGNAL,journal,1873961X,18739601,105/205,Netherlands,Western Europe,2007-2023,Biochemistry (Q1); Cell Biology (Q2); Molecular Biology (Q2),"Biochemistry, Genetics and Molecular Biology"
Molecular Pharmaceutics,4.5,Q1,American Chemical Society,PHARMACOLOGY & PHARMACY,4.6,MOL PHARMACEUT,journal,15438384,15438392,60/354,United States,Northern America,2004-2023,Drug Discovery (Q1); Pharmaceutical Science (Q1); Molecular Medicine (Q2),"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
Matrix Biology,4.5,Q2,Elsevier ,CELL BIOLOGY,8.7,MATRIX BIOL,journal,15691802,0945053X,72/205,Netherlands,Western Europe,1994-2023,Molecular Biology (Q1),"Biochemistry, Genetics and Molecular Biology"
Lung Cancer,4.5,Q1,Elsevier ,RESPIRATORY SYSTEM,4.7,LUNG CANCER,journal,1695002,18728332,20/100,Ireland,Western Europe,1985-2023,Cancer Research (Q1); Oncology (Q1); Pulmonary and Respiratory Medicine (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine"
European Journal of Cell Biology,4.5,Q2,Elsevier ,CELL BIOLOGY,5.4,EUR J CELL BIOL,journal,16181298,1719335,72/205,Germany,Western Europe,1979-2023,Cell Biology (Q1); Histology (Q1); Medicine (miscellaneous) (Q1); Pathology and Forensic Medicine (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine"
Vaccine,4.5,Q2,Elsevier ,"MEDICINE, RESEARCH & EXPERIMENTAL",3.7,VACCINE,journal,0264410X,18732518,52/189,Netherlands,Western Europe,1983-2023,"Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Molecular Medicine (Q1); Public Health, Environmental and Occupational Health (Q1); Veterinary (miscellaneous) (Q1)","Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Veterinary"
New Biotechnology,4.5,Q1,Elsevier ,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,4.6,NEW BIOTECHNOL,journal,18716784,18764347,34/174,Netherlands,Western Europe,2008-2023,Medicine (miscellaneous) (Q1); Bioengineering (Q2); Biotechnology (Q2); Molecular Biology (Q2),"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Medicine"
GM Crops and Food,4.5,Q1,Landes Bioscience,PLANT SCIENCES,3.8,GM CROPS FOOD,journal,21645701,21645698,36/265,United States,Northern America,2012-2023,Agronomy and Crop Science (Q1); Food Science (Q1); Biotechnology (Q2),"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
Reactive and Functional Polymers,4.5,Q1,Elsevier ,POLYMER SCIENCE,4.1,REACT FUNCT POLYM,journal,13815148,,22/94,Netherlands,Western Europe,1995-2023,Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1); Polymers and Plastics (Q1); Biochemistry (Q2); Environmental Chemistry (Q2),"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Environmental Science; Materials Science"
Antiviral Research,4.5,Q1,Elsevier ,VIROLOGY,5,ANTIVIR RES,journal,1663542,18729096,Sep-41,Netherlands,Western Europe,"1959, 1981-2023",Pharmacology (Q1); Virology (Q1),"Immunology and Microbiology; Pharmacology, Toxicology and Pharmaceutics"
International Journal of Medical Microbiology,4.5,Q1,Elsevier ,VIROLOGY,3.3,INT J MED MICROBIOL,journal,14384221,16180607,Sep-41,Germany,Western Europe,2000-2023,Infectious Diseases (Q1); Medicine (miscellaneous) (Q1); Microbiology (Q1); Microbiology (medical) (Q1),Immunology and Microbiology; Medicine
"Journal of Microbiology, Immunology and Infection",4.5,Q1,Elsevier ,MICROBIOLOGY,4.1,J MICROBIOL IMMUNOL,journal,19959133,16841182,39/161,Taiwan,Asiatic Region,1998-2023,Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Medicine (miscellaneous) (Q1); Microbiology (medical) (Q1); Immunology and Allergy (Q2),Immunology and Microbiology; Medicine
Bioorganic Chemistry,4.5,Q1,Academic Press Inc.,"CHEMISTRY, ORGANIC",4.7,BIOORG CHEM,journal,452068,10902120,Jul-58,United States,Northern America,1971-2023,Organic Chemistry (Q1); Biochemistry (Q2); Drug Discovery (Q2); Molecular Biology (Q3),"Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
"Artificial Cells, Nanomedicine and Biotechnology",4.5,Q2,Informa Healthcare,"MATERIALS SCIENCE, BIOMATERIALS",5.1,ARTIF CELL NANOMED B,journal,2169141X,21691401,22/53,United States,Northern America,2013-2023,Biomedical Engineering (Q2); Biotechnology (Q2); Medicine (miscellaneous) (Q2); Pharmaceutical Science (Q2),"Biochemistry, Genetics and Molecular Biology; Engineering; Medicine; Pharmacology, Toxicology and Pharmaceutics"
